ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
79;;Bake (Bakius);Jan;;Man;;1787-09-01;Leiden;Nederland;1864-03-26;Leiden;Nederland;Promotie;Leiden;1810-08-21;Theses juridicae inaugurales;Buitengewoon Hoogleraar;Klassieke Talen;1815-10-16;;Griekse en Latijnse letterkunde;1815-11-25;;Letteren;;;1810 Genoemd als Eredoctor.;Gewoon Hoogleraar;Klassieke Talen;1817;;Griekse en Latijnse letterkunde;1817-06-14;;;1857-10-01;Ontslag wegens emeritaat;Rector Magnificus 1828-1829;;;;;;;;;;;;;;;;;;;;;;;"(BESPIEGELENDE WIJSBEGEERTE EN LETTEREN) 1815-1857, Buitengewoon
Hoogleeraar 1815-1817, Gewoon Hoogleeraar 1817-1857.";zie: Nieuw Nederl. Biogr. Woordenboek II K. 78.;47503521;"1623478; 1624485";069853274
85;;Bakhuizen van den Brink;Jan Nicolaas;;Man;;1896-05-25;Joure;Nederland;1987-11-05;Leiden;Nederland;Promotie;Leiden;1923;De oud-christelijke monumenten van Ephesus : epigraphische studie;Gewoon Hoogleraar;"Bijbelwetenschap;Dogmatiek;Geschiedenis van de Godsdienst;Kerkelijke Geschiedenis";1934-03-09;;De Geschiedenis van het Christendom en van de Leerstellingen van den Christelijken Godsdienst, benevens de Geschiedenis van het Gereformeerd Protestantisme.;1934-06-01;Incarnatie en verlossing bij Irenaeus;Godgeleerdheid;1966-09-01;Ontslag wegens Emeritaat;"1943-03-31 Eervol ontslag op eigen verzoek. 1945-09-04  Herbenoemd. Rector Magnificus 1954-1955. 1955-02-08 Diesrede: ""Michel Angelo en het gewelf van de Sixtijnse kapel"". 1966-05-31 Afscheidscollege: ""Humilitas bij Pascal en Augustinus""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1934 blz. 75 en KNAW 1989 blz. 121-125.;27032804;1277062;068675593
86;;Bakhuis Roozeboom;Hendrik Willem;;Man;;1854-10-24;Alkmaar;Nederland;1907-02-08;Amsterdam;Nederland;Promotie;Leiden;1884;Over de hydraten van zwavelig-zuur chloor, broom en chloorwaterstof;Gewoon Lector;Scheikunde;1893-02-11;;;;;Wiskunde en Natuurwetenschappen;1896;;Kreeg titel Lector Wis- en Natuurkunde, als assistant voor Scheikunde, voor zolang hij dez betrekking zou bekleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1893-1896 Lector.;"zie: J. P. Kuenen in „Gedenkboek van het Bataafsch Genootschap 1769-1919"": - W. P. Jorissen
en W. E. Ringer in „Mannen en Vrouwen van beteekenis"" 1907: - A. F. Holleman in
Chemisch Weekblad IV: - Gedenkboek van het Athenaeum en de Universiteit van Amsterd";57356063;;067586805
90;;Bakker;Kornelis;Kees;Man;;1931-04-28;Winterswijk;Nederland;2010-11-03;Leiden?;Nederland;Promotie;Leiden;1961;An analysis of factors which determine success in competition for food among larvae of Drosophila melanogaster;Gewoon Lector;Biologie;1964-08-19;1964-09-01;Algemene dierkunde;1965-05-25;Over de betekenis van concurrentie bij dieren;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Biologie;1970-06-17;;Dierlijke oecologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1965/66 blz. 232.;286687736;;071338152
92;;Baljon;Johannes Marinus Simon;;Man;;1919-07-18;Modjowarno;Nederlands-Indië;2001-02-03;;;Promotie;Utrecht;1949;The reforms and religious ideas of Sir Sayyid Aḥmad Khân;Gewoon Hoogleraar;Islam;1971-08-14;1971-09-01;Islamologie;1972-10-13;De Motivatie van de Moslimse Pelgrim;Letteren;1984-08-01;Eervol ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1973 blz. 64.;6351064;;071751866
93;;Balland;Justin Joseph;;Man;;1832-01-08;;;1910-09-07;;;;;;;Gewoon Lector;Franse Taal- en Letterkunde;1875;;;;;Letteren;1878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(LETTEREN EN WIJSBEGEERTE) 1875-1878. Lector.
Lector Fransche Letterkunde 1875-1878.
Omtrent hem niets gevonden.";;289122784;;141360402
95;;Ban;Franciscus du;;Man;;ca. 1592;Autun;Nederland;1643-05;Leiden;Nederland;;;1635;;Bijzonder Hoogleraar;Retorica;1636-08-11;;;;;Letteren;1638;;"21 augustus 1635 gemachtigd voorlezingen te houden over Redeneerkunde; 9 februari 1638 tevens hoogleraar Natuurkunde; 1941 tevens hoogleraar Zedekunde, doch onderweeg geen Redeneerkunde meer";Gewoon Hoogleraar;Natuurkunde;1638-02-09;;;;;;;;;Gewoon Hoogleraar;"Ethiek;Natuurkunde";;;;;;;1643;Overleden;;;;1641-06-22;;;;;;;;;(REDENEERKUNDE, NATUURKUNDE, ZEDEKUNDE) 1635-1643, Lector 1635-;"zie: Molhuysen „Bronnen"" II: - van der Aa II: - Nieuw Nederl. Biogr. Woordenboek III K 58:
- Gustave Cohen „Ecrivains francais en Hollande dans la première moitié du XVIIe Siècle"".";283991287;;114823294
408;;Calcar;Reinder Pieters van;;Man;;1872-10-11;Veenwouden;Nederland;1957-04-23;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1905-03-15;;Gezondheidsleer en Geneeskundige Politie;1905-09-26;Het hedendaagsch standpunt van het Toxine-vraagstuk;Geneeskunde;1935-10-30;Ontslag wegens opheffing leerstoel.;Rector Magnificus 1920-1921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1936 blz. 81.;42890250;;06804125X
1808;;Nieuwenhuis;Jacob Hans;Hans;Man;;1944-10-05;Deventer;Nederland;2015-06-18;Oegstgeest;Nederland;Promotie;Leiden;1979;Drie beginselen van contractenrecht;Gewoon Hoogleraar;Burgerlijk Recht;1981-09-11;1981-09-01;Burgerlijk recht;1982-12-03;Anders en eender. Beschouwingen over samenloop van wanprestatie en onrechtmatige daad;Rechtsgeleerdheid;1996;;Voor 1981 hoogleraar in Tilburg. Raadsheer bij de Hoge Raad 1992-1996. In 1996 vertrokken naar de Rijksuniversiteit Groningen. Zie ook: http://law.leidenuniv.nl/org/privaatrecht/bpr/burgerlijkrecht/nieuwenhuis/nieuwenhuis.html.;Gewoon Hoogleraar;Burgerlijk Recht;2001;;Burgerlijk recht;;;Rechtsgeleerdheid;2009;Emeritaat;Afscheidsrede 9 oktober 2009: Paternalisme, fraternalisme, egoïsme: een kleine catechismus van het contractenrecht.  In 2005 benoemd tot lid van de KNAW.;;;;;;;;;;;;;;;;;;;;;;;;;23433449;1581757;06818042X
818;;Francq van Berkhey;Joannes le;;Man;;1729-01-23;Leiden;Nederland;1812-03-13;Leiden;Nederland;Promotie;Leiden;1761;Expositio characteristica structurae florum qui dicuntur Compositi : cum figuris ad naturam expressis;Gewoon Lector;Natuurlijke Historie;1773;;;1773-11-01;;Wiskunde en Natuurwetenschappen;1795;Ontslagen op politieke gronden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(NATUURLIJKE HISTORIE) 1773-1795. Lector.;"zie: Molhuysen „Bronnen"" VI; - Nieuw Nederl. Biogr. Woordenboek IV K. 614; - C. J. van
der Klaauw in „Het Hooger Onderwijs in de Zoölogie en zijne hulpmiddelen te Leiden"" 1926
aanteekening 73.";22163637;"1620957; 1624655; 1623461; 1625653; 1620065; 1621197; 1624604; 1620159; 1624456; 1625795";068414056
1376;;Kloosterman;Hendrik Douwe;;Man;;1900-04-09;Rottevalle;Nederland;1968-05-06;Leiden;Nederland;Promotie;Leiden;1924;Over het splitsen van geheele positieve getallen in een som van kwadraten;Gewoon Lector;Wiskunde;1930-08-30;;Wiskunde;1930-11-26;Geschiedenis der ideaaltheorie;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Wiskunde;1947-02-13;;Wiskundige analyse, meer in het bijzonder algebra en de getallentheorie;1947-05-02;Waarde en waardering der wiskunde;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1931 blz. 196, 1947 deel II blz. 12 en 1968/69 blz.
            264.";18265480;;069443572
1378;;Kloosterziel;Hendrik;;Man;;1924-05-22;Hattem;Nederland;1986-10-07;Leiden;Nederland;Promotie;Groningen;1952;Structure and function of the sulphonyl group;Buitengewoon Hoogleraar;Scheikunde;1969-08-16;1969-09-01;Organische chemie;;;Wiskunde en Natuurwetenschappen;;;Buitengewoon Hoogleraar Wiskunde en Natuurwetenschappen voor het tijdvak 1969-09-01 t/m 1969-11-01.;Gewoon Hoogleraar;;1969-11-01;1969-09-01;;;;Wiskunde en Natuurwetenschappen;1983-11-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;292178091;;073570540
2673;;Vosmaer;Gualtherus Carel Jacob;;Man;;1854-08-29;Nieuw Beijerland;Nederland;1916-09-23;Leiden;Nederland;Promotie;Leiden;1880;Leucandra aspera en het Kanaalsysteem der sponzen;Gewoon Hoogleraar;"Biologie;Fysiologie";1903-11-17;;Zoölogie, Vergelijkende Anatomie en Physiologie;1904-01-20;;Wiskunde en Natuurwetenschappen;1916-09-23;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1903-1916. Hoogleeraar.;"zie: C. A. Pekelharing in Nederl. Tijdschrift voor Geneeskunde 1916, 60 II B.; - C. J. van der
Klaauw in „het Hooger Onderwijs in de Zoölogie en zijne hulpmiddelen te Leiden"" 1926, o a.
aanteekeningen 587 ev.; - Jaarboek der R.U. te Leiden 1917 blz. 84; -";52738316;;067685331
2675;;Vossius;Gerardus Johannes;;Man;;1577;Heidelberg;Duitsland;1649-03-17;Amsterdam;Nederland;;;;;Gewoon Lector;Retorica;1620;;;;;Letteren;;;;Gewoon Hoogleraar;"Algemene Tijdrekenkunde;Klassieke Talen;Retorica";1622-11-08;;1625 Gaf tevens lessen in Grieksche Taal;;;Letteren;;;;Gewoon Hoogleraar;"Algemene Tijdrekenkunde;Klassieke Talen;Retorica";1626-05-08;;;;;Letteren;1631-08-08;Ontslag op eigen verzoek wegens benoeming tot Hoogleraar te Amsterdam.;;;;;;;;;;;;;(Statencollege, WELSPREKENDHEID, ALGEMEENE TIJDREKENKUNDE, GRIEKSCHE;;7415128;"1622475; 1622100; 1621549; 1619931; 1620148; 1622298; 1622717; 1623319; 1620896; 1619846";068773560
2678;;Voûte;Caesar;;Man;;1922-11-20;Magelang;Nederlands-Indië;2009-10-28;Bankja;Bulgarije;Promotie;Utrecht;1963;Essai de synthèse de l'histoire géologique des environs d'Aine Fabroun-Aine Babouche et des régions limitrophes (Algérie orientale);Buitengewoon Lector;Geologie;1963-12-24;;Hydrogeologie;1964-05-19;Het kostbare bronwater;Wiskunde en Natuurwetenschappen;1973-10-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;274334522;;067562965
2679;;Vreede;Albert Cornelis;;Man;;1840-01-29;Gorinchem;Nederland;1908-08-20;Leiden;Nederland;;;;;Gewoon Hoogleraar;"Aziatische Talen en Culturen;Indische Taal- Land- en Volkenkunde;Nederlands-Indië";1877-09-11;;De Javaansche Taal- en Letterkunde;1877-10-11;;Letteren;1908-08-20;overleden.;"Niet gepromoveerd; Rector Magnificus 1896-1897";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1877-1908. Hoogleeraar.;zie: A. J. Holwerda in Levensberichten van de Mij. der Nederlandsche Letterkunde te Leiden;7754853;1623938;074541587
1599;;Loenen;Johannes Hubertus Mathias Marie;;Man;;1919-11-26;Venray;Nederland;1978-11-13;Leiden;Nederland;Promotie;Amsterdam;1951;De nous in het systeem van Plato's philosophie : onderzoekingen betreffende de verhouding nous-psyche : de ontwikkeling der teleologische natuurverklaring en haar plaats in het systeem;Gewoon Lector;;1958-07-28;1958-09-01;Wijsbegeerte;1959-12-01;Over het onderscheid tussen een wetenschappelijk en een niet-wetenschappelijk deel der wijsbegeerte;Wijsbegeerte;;;1968-04-26  Gerekend van 1963-09-01 in de Faculteit der Letteren en in de Centrale Interfaculteit.;Gewoon Hoogleraar;;1974-01-19;;Cultuurfilosofie en wijsbegerige waardenleer;1974-11-08;De vrijheid, haar waarde, en valkuilen;Sociale Wetenschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 In Mem. Blz. 130;265213510;;068484844
1337;;Kemper;Joan Melchior;;Man;;1776-04-26;Amsterdam;Nederland;1824-07-20;Leiden;Nederland;Promotie;Amsterdam;1796;Disputatio juris de jctorum Romanorum principio, quod contra bonos mores fiat, id jure ratum esse non oportere;Gewoon Hoogleraar;"Geschiedenis;Internationaal Recht";1809-02-01;;Natuur- en Volkenrecht en de Burgerlijke Geschiedenis van Europa sedert Maximiliaan I;1809-05-13;;Rechtsgeleerdheid;1824-07-20;Overleden;Tijdens de Franse overheersing alléén als Lijfstraffelijke Rechtsgeleerdheid en Wetboek van Koophandel. Na herstel alléén Natuur- en Volkenrecht. 1815-10-16  Bevestigd. Rector Magnificus 1813-1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1809-1824. Hoogleeraar.;"zie: Nieuw Nederl. Biogr. Woordenboek II K. 658; - Gedenkboek van het Athenaeum en de
Universiteit van Amsterdam 1632-1932 blz. 612.";69673849;"1581858; 1623279; 1622068; 1619662; 1622817; 1619525; 1622055; 1623624; 1620625; 1621867; 1624942; 1624952; 1624265; 1619952; 1622785; 1622607; 1623870; 1619635";069873623
1781;;Muller;Jacob Wijbrand;Jacob;Man;;1858-06-14;Amsterdam;Nederland;1945-03-18;Leiden;Nederland;Promotie;Leiden;1884;De oude en de jongere bewerking van den Reinaert. Bijdrage tot de critiek der beide Reinaert-gedichten.;Gewoon Hoogleraar;Nederlandse Taal- en Letterkunde;1915-06-25;;Nederlandsche Taal en Middel-Nederlandsch;1915-10-06;Over Nederlandsch volksbesef en taalbesef;Letteren;1924-09-15;Ontslag wegens emeritaat,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1916 blz. 74, In Mem. 1946 deel II blz. 60 en In Mem.
            JB Mij. der Ned. Letterk.";32018361;1277121;069300275
167;;Bernini;Luigi Francesco;;Man;;1928-12-24;Napels;Italië;2013-09-05;Leiden;Nederland;Promotie;Napels;1953;;Gewoon Lector;;1971-12-16;1972-01-01;Biochemische anthropogenetica;;;Geneeskunde;;;;Gewoon Hoogleraar;;1979-12-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;;Bertius;Petrus;Pieter;Man;;1565-11-14;Beveren (West-Vlaanderen);België;1629-10;Parijs;Frankrijk;;;;;Gewoon Lector;Ethiek;1599;1599-06-15;Zedekunde;;;Wijsbegeerte;1600;;15 juni 1599: op eigen aanbod lector Zedekunde;Gewoon Hoogleraar;Ethiek;1600-02-07;;;;;Wijsbegeerte;1607;"in 1607 Regent Statencollege; professoraat vervalt";;Gewoon Hoogleraar;;1615-04-05;;;;;Wijsbegeerte;1619;afgezet wegens deelname aan Arminiaanse troebelen;;;;;;;;;;;;;(Statencollege EN PHILOSOFIE) 1593-1619. Onderregent Statencollege;"zie: Molhuysen „Bronnen"" I en II: - Nieuw Nedetl Biogr. Woordenboek I K. 320.";22171968;"1621757; 1621399; 1624514; 1620862; 1619746; 1622663; 1622731; 1619685; 1623626; 1624313";069430497
172;;Betsky-Zweig;Sarah;;Vrouw;;1923-03-08;Detroit;USA;1999;;;Promotie;New York;1954;America, American literature, and D. H. Lawrence: a study in reciprocity;Buitengewoon Lector;Engelse Taal- en Letterkunde;1968-02-19;1968-09-01;Amerikaanse letterkunde;;;Letteren;;;;Gewoon Lector;Engelse Taal- en Letterkunde;1968-10-07;;Amerikaanse letterkunde;1968-10-08;Response and responsibility. The teaching of poetry;Letteren;1985-10-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1969/70 blz. 248.;255297150;;073150835
996;;Gunning jr.;Johannus Hermannus;;Man;;1829-05-20;Vlaardingen;Nederland;1905-02-21;Arnhem;Nederland;;;;;Gewoon Hoogleraar;"Geschiedenis der Wijsbegeerte;Geschiedenis van de Godsdienst";1889-05-17;;De Encyclopaedie der Godgeleerdheid en de Wijsbegeerte van den Godsdienst;1889-09-21;De wijsbegeerte van den godsdienst uit het beginsel van het geloof der gemeente;Godgeleerdheid;1899-09-19;Ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1889-1899. Hoogleeraar.;"zie: Nieuw Nederl. Biogr. Woordenboek VII K. 507; - K. H. Roessingh in Pallas Leidensis";5741961;1582025;06832863X
1249;;Jonckbloet;Willem Joseph Andreas;;Man;;1817-07-06;Den Haag;Nederland;1885-10-19;Wiesbaden;Duitsland;Promotie;Leiden;1840;Specimen e literis neerlandicis, exhibens Ludovici de Velthem chronici quod inscribitur Speculum historiale, librum III / denuo editum secundum codicem ms. unicum, Bibliothecae Acad. Lugd. Bat.;Gewoon Hoogleraar;Nederlandse Taal- en Letterkunde;1877-09-11;;Nederlandsche Letterkunde;1877-11-14;;Letteren;1883-10-01;Ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1877-1883. Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IX K. 464.;52460325;1581822;069876282
1870;;Ophuysen;Charles Adriaan van;;Man;;1854-12-31;Solok;Nederlands-Indië;1917-02-15;Leiden;Nederland;;;;;Gewoon Hoogleraar;"Aziatische Talen en Culturen;Indische Taal- Land- en Volkenkunde;Nederlands-Indië";1904-02-19;;Maleisische Taal- en Letterkunde en de Algemeene Taalkunde van den Indischen Archipel;1904-05-18;;Letteren;1917-02-15;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1904-1917. Hoogleeraar.;zie: C. Snouck Hurgronje in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden;75583775;;072415711
2462;;Thijs (Thysius);Antonius;Anthony;Man;;1565-08-09;Antwerpen;België;1640-11-07;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1619-08-31;;Godgeleerdheid;1619-12-10;;Godgeleerdheid;1640;Overleden;Rector Magnificus 1633-1634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1619-1640. Hoogleeraar.;"zie: Molhuysen „Bronnen"" II; - Nieuw Nederl. Biogr. Woordenboek V, K. 923.";45460970;"1625573; 1621877; 1619475";070035989
2851;;Zeeman Gzn.;Pieter;;Man;;1850-06-21;Hoorn;Nederland;1915-05-08;Leiden;Nederland;Promotie;Leiden;1878-02-18;De kromme lijnen van de derde orde in de ruimte;Gewoon Lector;"Natuurkunde;Wiskunde";1897;;Wiskunde en Natuurkunde;;;Wiskunde en Natuurwetenschappen;1900;Tot 1900;;Gewoon Hoogleraar;Wiskunde;1902-07-11;;Wiskunde en Mechanica;1902-10-08;Zuivere en toegepaste wiskunde;Wiskunde en Natuurwetenschappen;1915-05-08;Overleden;;;;;;;;;;;;;;;;;;;;;;;;"(Wis- EN NATUURKUNDE) 1897-1900 en 1902-1915. Lector 1897-1900,
Hoogleeraar 1902-1915.";"zie o.a.: H. A. Sypkens in Leidsch Jaarboekje 1916; - „de Ingenieur"" 30 1915; - in „Eigen
Haard"" 1915, blz. 421; - J. C. Kluijver in den Almanak van het Leidsch Studenten
Corps 1916.";290516578;;29235584X
2872;;Hölzlinus;Jeremias;;Man;;ca. 1583;Neurenberg;Duitsland;1641-01-25;;;;;;;Gewoon Hoogleraar;Klassieke Talen;1631-11-18;;Griekse taal;;;Letteren;1641-01-25;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Grieksche Taal) 1631-1641. Hoogleraar. 1631 nov. 18 Hoogleraar Grieksche Taal. Tot zijn dood in 1641;"Zie: Molhuysen ? Bronnen? II;  - van der Aa 6.";2590425;;069449767
1715;;Merwen;Simon Fransz van;;Man;;1548-04;;;1610;;;;;;;Gewoon Lector;Nederduytsche Mathematique;1600;;Duitsche Mathematique;;;Wiskunde en Natuurwetenschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(WISKUNDE EN DUITSCHE MATHEMATIQUE) 1600-?. Lector.;zie: van der Aa 8;284413549;;283546883
1894;;Palm;Johan Hendrik van der;;Man;;1763-07-17;Rotterdam;Nederland;1840-09-08;Leiden;Nederland;Promotie;Leiden;1784;Ecclesiastes philologice et critice illustratus;Gewoon Hoogleraar;"Archeologie;Oosterse Talen";1795-12-01;;Oostersche Talen en Hebreeuwsche Oudheden;1796-06-11;;Letteren;1799-04-13;"Nam ontslag en trad op als ""Agent van Nationale Opvoeding"" tevens lid van den Raad van Binnenlandsche Zaken.";"Rector Magnificus 1798-1799; 1818-1819";Gewoon Hoogleraar;"Dichtkunde;Retorica";1806-02-01;;;1806-09-20;;"Letteren; Godgeleerdheid";;;;Gewoon Hoogleraar;"Dichtkunde;Oosterse Talen;Retorica";1808-03-16;1815-10-16  Bevestigd;;;;Letteren;1833;Emeritus, doch gaf nog colleges in 1838.;;;;;;;;;;;;;"(BESPIEGELENDE WIJSBEGEERTE EN LETTEREN) 1795-1799 en 1806-1833.
Hoogleeraar.";"zie: Molhuysen „Bronnen"" VII; •- Nieuw Nederl. Biogr. Woordenboek V K. 430.";12653583;"1581855; 1625311; 1622983; 1622272; 1621288; 1620789; 1621831; 1625251; 1620176; 1620886";069877394
1951;;Polderman;Jacobus;;Man;;1914-08-29;Den Haag;Nederland;2007-05-23;Leiden;Nederland;;;;;Buitengewoon Hoogleraar;Farmacie;1962-08-10;;Farmaceutische technologie;1962-12-11;Farmaceutische technologie;Wiskunde en Natuurwetenschappen;;;;Buitengewoon Hoogleraar;Farmacie;1964-01-27;;Farmaceutische technologie. 1970-10-07  Vakgebied gewijzigd in: Farmaceutische technologie en artenijbereidkunde;1964-06-26;Industriële farmacie en de wet op de geneesmiddelenvoorziening;;1980-02-01;Eervol ontslag wegens emeritaat;"1980-01-18 Afscheidscollege: ""Veertig jaar artsenijbereidkunde""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1964/65 blz. 213.;43086325;;067798632
880;;Gerbrands;Adrianus Alexander;;Man;;1917-05-15;Menado;Nederlands-Indië;1998;;Nederland;Promotie;Leiden;1956;Kunst als cultuur-element, in het bijzonder in Neger-Afrika;Gewoon Hoogleraar;Culturele Antropologie;1966-04-21;1966-05-01;Culturele antropologie, in het bijzonder de etnografie;1966-10-28;De taal der dingen;Sociale Wetenschappen;1983-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1967/68 blz. 225.;51844038;;071592717
699;;Dubbeldam;Jacob Leendert;;Man;;1935-01-01;'s-Gravenhage;Nederland;2014-11-19;Leiderdorp;Nederland;Promotie;Leiden;1968;On the shape and the structure of the brainstem in some species of birds: an architectonic study;Gewoon Hoogleraar;Biologie;1985-05-17;1985-06-01;Ethologische morfologie;1986-03-14;Het ongekende brein;Wiskunde en Natuurwetenschappen;1997;Eervol ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306165271;;071336664
701;;Dubbink;Jan Hendrikus;;Man;;1910-08-14;Zaandijk;Nederland;2001-03-19;Bilthoven;Nederland;Promotie;Nijmegen;1943;Studia Plotiniana : onderzoek naar eenige grondgedachten van het stelsel van Plotinus;Bijzonder Hoogleraar;;1966-07-15;;Metafysica in de geest van de theosofie;1967-02-17;Coëxistentie in de Metafysica;Wijsbegeerte;;;Bijzonder Hoogleraar in de Faculteit der Letteren en de Centrale Interfaculteit, vanwege Stichting Proklos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1966/1967 blz. 228.;56492033;;071660127
704;;Duijfjes;Hendrik Gerard Pieter;;Man;;1878-11-02;Haarlem;Nederland;1970-02-09;Wassenaar;Nederland;Promotie;Groningen;1903;Stellingen ter verkrijging van den graad van Doctor in de rechtswetenschap;Gewoon Hoogleraar;"Burgerlijk Recht;Nederlands-Indië";1930-09-15;;Het Nederlandsch-Indisch Burgerlijk Recht en de historische vorming der hedendaagse rechtsinstellingen;1930-10-15;De Greep der Rechtswetenschap;Rechtsgeleerdheid;1938-09-19;Ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1931 blz. 107.;285950406;1663560;069567867
705;;Duijfjes;Frederik;Freek;Man;;1918-04-19;Treebeek (gem. Heerlen);Nederland;2013-12-08;Oegstgeest;Nederland;Promotie;Leiden;1965;Over antigene werking van heterologe botimplantaten;Buitengewoon Hoogleraar;Orthopedie;1969-09-05;1969-10-01;Orthopedie;;;Geneeskunde;;;1974-12-20  Herbenoemd voor het tijdvak van 1974-09-01 tot 1979-09-01;Gewoon Hoogleraar;;1977-05-13;;;;;Geneeskunde;1983-09-01;Eervol ontslag;Gewoon Hoogleraar geneeskunde ingaand 1977-01-01;;;;;;;;;;;;;;;;;;;;;;;;;288682804;1581901;11252575X
1153;;Holwerda;Jan Hendrik;;Man;;1873-12-03;Schiedam;Nederland;1951-03-04;Nijmegen;Nederland;Promotie;Leiden;1899;Quaestiones de re sepulcrali apud Atticos;Gewoon Lector;"Archeologie;Klassieke Archeologie";1910-03-18;;De Praehistorische en Romeinsche Archeologie;1920-04-20;De ontwikkeling der Praehistorisch-Romeinsche archaelogie;Archeologie;1939 /1943;Ontslag op verzoek/ Ontslag als lector;1939-01-01 Eervol ontslag als Directeur van het Rijksmuseum van Oudheden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1951 blz. 102.;89097978;;069734097
